id,freq_rank,t_word,freq_english,freq_ipa,frequency,freq_example,smart_match_id,dict_id,rom_id,e_dict,e_dict_v,dict_category,rom_category,romanization,phonetic,_sample_sentence,t_def,t_syn,t_ant,e_related,etymology,domain,match_type
1937,2047,มิติ,dimension; measurement,míʔ tìʔ,2180,เด็กๆ นั้นแต่เริ่มแรกจะมองภาพต่างๆ เป็น 2 มิติ โดยขาดมิติที่ 3 คือความลึก,5007,5579,5689,dimension,dimension ; perspective,N,n.,miti,¯mi_ti,เด็กๆ นั้นแต่เริ่มแรกจะมองภาพต่างๆ เป็น 2 มิติ โดยขาดมิติที่ 3 คือความลึก,ลักษณะของขนาดที่หมายถึง กว้าง ยาว หนา ลึก,,,measurement,,RID ; SCIENTIA (math),matched
1938,2048,จม,sink; submerge,tɕom,1365,เมื่อเหลียวมองรอบข้างจึงรู้ว่าเรือยังไม่จม แต่ระดับน้ำในเรือสูงเลยหัวเข่าขึ้นมาแล้ว,1736,38455,2284,sink,sink ; submerge ; be imbedded ; be immersed,V,v.,jom,#NAME?,เมื่อเหลียวมองรอบข้างจึงรู้ว่าเรือยังไม่จม แต่ระดับน้ำในเรือสูงเลยหัวเข่าขึ้นมาแล้ว,หายลงไปหรืออยู่ใต้พื้นผิว,,ลอย,submerge,,RID,matched
1939,2049,หม้อ,pot,mɔ̂ː,1178,แม่ตักน้ำแกงจากหม้อมาใส่ชาม,6984,7685,5699,pot,pot ; pan ; saucepan,N,n.,mø,\mø,แม่ตักน้ำแกงจากหม้อมาใส่ชาม,ภาชนะประเภทหนึ่งสำหรับหุงต้ม และใส่ของบางอย่าง ทำด้วยดินเผาหรือโลหะต่างๆ,,,,,CULINA ; RID,matched
1940,2050,มีด,knife,mîːt,1973,ลุงจะต้องลับมีดให้คมก่อนเข้าป่าเสมอ,5017,11946,5685,knife,knife,N,n.,mīt,\mīt,ลุงจะต้องลับมีดให้คมก่อนเข้าป่าเสมอ,เครื่องมือสำหรับฟัน ผ่า จัก เหลา ฯลฯ,,,cutter; blade,,CULINA ; HOTEL ; MILIT ; MINENG ; RID ; TOURIST,matched
1941,2051,จมูก,nose,tɕà mùːk,2171,จมูกประกอบด้วยจมูกส่วนนอก และโพรงจมูกซึ่งแบ่งเป็นซ้ายและขวา,1739,32953,2067,nose,nose,N,n.,jamūk,_ja_mūk,จมูกประกอบด้วยจมูกส่วนนอก และโพรงจมูกซึ่งแบ่งเป็นซ้ายและขวา,อวัยวะส่วนหนึ่งที่ยื่นออกมา อยู่เหนือปาก มีรู 2 รู สำหรับดมกลิ่นและหายใจเข้าหายใจออก,,,organ of smell,จฺรมูะ (khm),CULINA ; MEDIC (anato) ; MINENG ; RID ; TOURIST,matched
1942,2053,อภิปราย,debate; discuss; contend,ʔà pʰíʔ praːj,1824,ถ้าครูห้ามเด็กคุยในห้องเรียน เด็กก็เลยไม่ตอบคำถามไม่อภิปรายในห้องเรียน,7416,6720,310,debate,debate ; discuss ; contend ; discuss ; talk over ; argue,V,v.,aphiprāi,_a¯phi-prāi,ถ้าครูห้ามเด็กคุยในห้องเรียน เด็กก็เลยไม่ตอบคำถามไม่อภิปรายในห้องเรียน,พูดชี้แจงแสดงความคิดเห็น,,,discuss; contend,อภิปฺราย (san),RID,matched
1863,1966,ศูนย์กลาง,central; middle,sǔːn klaːŋ,2333,ประติมากรรมสมัยอู่ทอง เป็นประติมากรรมที่สร้างขึ้นในสมัยอโยธยาเป็นศูนย์กลางของอาณาจักร,34886,35746,,central,central; middle,ADJ,,ṣ̄ūny̒klāng,,ผู้ที่อยู่ในแนวเส้นศูนย์กลางระหว่างดวงจันทร์กับดวงอาทิตย์ จะเห็นสุริยุปราคาหมดดวง,เกี่ยวกับจุดกลางซึ่งเป็นที่รวม,,,middle,,,dict_only
1944,2055,เหรียญ,"coin, medal",rǐːan,2098,เหรียญที่เธอคล้องคอนั้นเป็นเหรียญเนื้อเงิน,7279,11997,8281,coin,coin,N,n.,rīen,/rīen,เหรียญที่เธอคล้องคอนั้นเป็นเหรียญเนื้อเงิน,โลหะที่ทำเป็นรูปต่างๆ มีลักษณะกลมแบน,,,medal,,COMM ; ECONO ; SOCIO ; (Covid-19),matched
1945,2056,ท่าเรือ,port,tʰâː rɯːa,602,ที่ตั้งของโครงการอยู่ห่างจากสนามบิน และท่าเรือไม่ถึง 20 กิโลเมตร,3083,24865,10040,harbour,port ; harbour ; harbor (Am.) ; sea port ; wharf ; pier ; jetty ; boat landing,N,n.,thāreūa,\thā-reūa,ที่ตั้งของโครงการอยู่ห่างจากสนามบิน และท่าเรือไม่ถึง 20 กิโลเมตร,ที่จอดเรือ,,,harbor; sea port; port; wharf,,ASEAN ; ECONO ; INDUST ; RID ; TOURIST ; TRANSP (mare),matched
1864,1967,วิถี,way; path; route,wíʔ tʰǐː,1358,การช็อปปิ้งกลายเป็นวิถีที่นิยมของคนเมืองกรุงไปเสียแล้ว,34353,12094,,path,way; path; route,N,,wit̄hī,,สมัยก่อนผู้คนใช้ทางน้ำเป็นวิถีสำคัญติดต่อกัน,,"ทาง, เส้นทาง, สาย, แนว, ถนน",,way; course; route,,,dict_only
1866,1969,บรรลุ,achieve; attain; reach,ban lúʔ,2039,พระองค์บรรลุโพธิญาณของพระพุทธองค์เอง,,,,,achieve; attain; reach,,,brrlu,,,,,,,,,freq_only
1867,1970,คอน,row; carry,kʰɔːn,1387,พ่อกำลังเตรียมตัวออกไปดักหนู บนบ่าพ่อคอนกับดักที่ทำด้วยกระบอกไม้ไผ่สั้นๆ จำนวนหลายกระบอก,13748,11779,,row,row; carry,V,,khxn,,เขาคอนเรือไปตลาด,พายเรือคนเดียว,,,paddle; oar,,,dict_only
1872,1975,เอาเปรียบ,exploit,ʔaw prìːap,528,การไม่มีอำนาจต่อรองกับนายจ้างทำให้นายจ้างเอาเปรียบคนงานได้อย่างมาก,40887,8324,,exploit,exploit,V,,xeā perīyb,,การไม่มีอำนาจต่อรองกับนายจ้างทำให้นายจ้างเอาเปรียบคนงานได้อย่างมาก,ใช้วิธีฉลาดแกมโกงเอาประโยชน์กับคนอื่น,เอารัดเอาเปรียบ,,take advantage of,,,dict_only
1873,1976,ศิลป์,art,sǐn,1258,ผ้าม่านสีแดงมีตัวหนังสือสีขาวติดอยู่อย่างมีศิลป์ สวยงาม เป็นระเบียบ,34826,2981,,art,art,N,,ṣ̄ilp̒,,,,ศิลป,,,,,dict_only
1874,1977,เจ็บป่วย,be sick; be ill,tɕèp pùaj,1068,เธอเจ็บป่วยนานนับเดือนก่อนจะสิ้นใจตาย,15603,23659,,be sick,be sick; be ill,V,,cĕb p̀wy,,เธอเจ็บป่วยนานนับเดือนก่อนจะสิ้นใจตาย,,"ป่วย, ป่วยไข้, เจ็บไข้ได้ป่วย, ไม่สบาย",สบาย,be ill; ail,,,dict_only
1952,2063,กล่อง,box,klɔ̀ːŋ,1824,เด็กๆ เก็บของเล่นใส่กล่องหลังจากเลิกเล่นแล้ว,183,21349,4396,box,box ; case ; casket ; carton,N,n.,klǿng,_klǿng,เด็กๆ เก็บของเล่นใส่กล่องหลังจากเลิกเล่นแล้ว,ภาชนะใส่สิ่งของ มีฝาปิด อาจมีรูปร่างกลมหรือสี่เหลี่ยม,ลัง,,case; casket,,RID,matched
1954,2065,ดง,jungle; forest,doŋ,887,งูชอบนอนขดตัวอยู่ตามดง,2265,29045,1433,jungle,forest ; jungle ; wilderness ; thick forest,N,n.,dong,#NAME?,งูชอบนอนขดตัวอยู่ตามดง,"ป่าที่มีต้นไม้ใหญ่ขึ้นหนาแน่น, ที่ซึ่งมีต้นไม้อย่างใดอย่างหนึ่งขึ้นหนาแน่น","ป่า, ป่าหญ้า, ป่าดง, ไพร, พง",,forest; plantation; thick forest,,ENVIRON ; NATURA ; RID ; SILVA,matched
1955,2066,จัดสรร,allocate; divide,tɕàt sǎn,1890,นายหน้าพยายามจัดสรรที่ดินแถวนี้ให้มีราคาอย่างต่ำตารางวาละ 1 หมื่นบาทเป็นอย่างน้อย,1785,33069,2211,allocate,allocate ; apportion ; divide ; allot,V,v.,jatsan,_jat/san,นายหน้าพยายามจัดสรรที่ดินแถวนี้ให้มีราคาอย่างต่ำตารางวาละ 1 หมื่นบาทเป็นอย่างน้อย,"แบ่งส่วนไว้โดยเฉพาะ, ปันไว้เพื่อใช้ประโยชน์โดยเจาะจง","จัดแบ่ง, แบ่งสรร, ปันส่วน",,apportion; divide,,ECONO ; RID,matched
1956,2067,เยือน,visit; pay a visit,jɯːan,1495,ทหารที่ไปด้วยบอกและชักชวนให้เข้าไปเยือน แต่ไม่สามารถบันทึกภาพได้,5299,9373,11157,visit,visit ; pay a visit (to) ; call on ; see ; drop in ; drop by ; stop by,V,v.,yeūoen,#NAME?,ทหารที่ไปด้วยบอกและชักชวนให้เข้าไปเยือน แต่ไม่สามารถบันทึกภาพได้,ไปหาเพื่อแสดงไมตรี,เยี่ยม,,pay a visit; call on; see; drop in; drop by; stop by,,RID ; TOURIST,matched
1957,2068,ศตวรรษ,century,sà tà wát,2058,กิจการไปรษณีย์ไม่มีการเปลี่ยนแปลงมาหลายศตวรรษแล้ว,6111,6236,8962,century,century,N,n.,satawat = sattawat,_sa_ta¯wat = _sat_ta¯wat,ในช่วงศตวรรษที่ผ่านมานี้ ความต้องการทางด้านคอมพิวเตอร์ได้เพิ่มขึ้นอย่างรวดเร็ว,รอบ 100 ปี,ศตพรรษ,,,,RID,matched
1958,2069,ประเสริฐ,superb; excellent,pràʔ sɤ̀ːt,1052,การให้ทานความรู้เป็นทานอันประเสริฐสุด,3926,27546,7795,superb,excellent ; glorious ; sublime ; superb ; outstanding ; fine ; splendid ; noble,ADJ,adj.,prasoēt,_pra_soēt,การให้ทานความรู้เป็นทานอันประเสริฐสุด,,"วิเศษ, เลิศ, ดีเลิศ, ดีที่สุด, ยอดเยี่ยม, เป็นเยี่ยม",,excellent; precious; best; outstanding; brilliant; splendid,,,matched
1959,2070,คัดค้าน,oppose; object,kʰát kʰáːn,1572,นักศึกษาวิจัยบางกลุ่มที่ทำการวิจัยเกี่ยวกับเรื่องนี้ได้คัดค้านผลการวิจัยข้างต้น,1283,11683,3296,oppose,oppose ; object ; disagree ; protest ; reject ; dissuade ; dispute ; ban,V,v.,khatkhān,¯khat¯khān,นักศึกษาวิจัยบางกลุ่มที่ทำการวิจัยเกี่ยวกับเรื่องนี้ได้คัดค้านผลการวิจัยข้างต้น,ไม่เห็นด้วย,"ค้าน, ต้านทาน, ทักท้วง, ขัดขวาง, ยับยั้ง, ท้วง",,object; disagree; protest,,RID,matched
1875,1978,ตัก,lap; scoop,tàk,1867,พ่อชอบเอาลูกนั่งตักเวลาที่ขับรถ,,,,,lap; scoop,,,tạk,,,,,,,,,freq_only
1961,2072,ปรัชญา,philosophy,pràt jaː,1647,นักศึกษาชอบเรียนวิชาปรัชญา,3931,27415,7852,philosophy,philosophy ; gnosis ; prajna,N,n.,pratyā = pratchayā,_prat-yā = _prat¯cha-yā,นักศึกษาชอบเรียนวิชาปรัชญา,วิชาว่าด้วยหลักแห่งความรู้และความจริง,,,,,EDUC ; PHILO ; RID,matched
1962,2073,ศาสตราจารย์,professor,sàːt sàʔ traː tɕaːn,1729,ท่านเป็นศาสตราจารย์ของจุฬาลงกรณ์มหาวิทยาลัย โดยที่ท่านไม่เคยได้รับปริญญาโดยตรงจาก…,6142,6261,9031,professor,professor,N,n.,sāttrājān = sātsatrājān,_sāt-trā-jān = _sāt_sa-trā-jān,ท่านเป็นศาสตราจารย์ของจุฬาลงกรณ์มหาวิทยาลัย โดยที่ท่านไม่เคยได้รับปริญญาโดยตรงจากมหาวิทยาลัยใด,ตำแหน่งทางวิชาการชั้นสูงสุดของสถาบันระดับอุดมศึกษา,,,,,EDUC ; RID,matched
1877,1980,โมง,"o'clock, hour",moːŋ,2247,ไกด์นัดเจอลูกทัวร์เวลา 7 โมงเช้าที่ลอบบี้ของโรงแรม,30541,5631,,hour,"o'clock, hour",N,,mong,,ไกด์นัดเจอลูกทัวร์เวลา 7 โมงเช้าที่ลอบบี้ของโรงแรม,วิธีนับเวลาตามประเพณีในเวลากลางวัน,,,o'clock,,,dict_only
1878,1981,สม่ำเสมอ,regular; constant,sà màm sà mɤ̌ː,1587,พ่อออกกำลังสม่ำเสมอ ตามที่คุณหมอสั่งไว้,,,,,regular; constant,,,s̄m̀ảs̄emx,,,,,,,,,freq_only
1881,1984,มิให้,not give,míʔ hâj,2511,มารดาที่กำลังตั้งครรภ์ไม่ควรเสพสุรา เพื่อป้องกันมิให้เด็กที่เกิดมามีความผิดปกติ,,,,,not give,,,mi h̄ı̂,,,,,,,,,freq_only
1882,1985,ร่องรอย,trace; mark,rɔ̂ːŋ rɔːj,860,ความไพเราะของบทกวีไม่มีเหลือร่องรอยกลายเป็นกลอนเปล่าที่เปล่าไปหมดทั้งถ้อยคำ และความคิด,,,,,trace; mark,,,r̀xng rxy,,,,,,,,,freq_only
1883,1986,คุณหมอ,doctor,kʰun mɔ̌ː,2258,คุณหมอตรวจรักษาคนไข้,14290,12352,,doctor,doctor,N,,khuṇ h̄mx,,คุณหมอตรวจรักษาคนไข้,,แพทย์,,physician; medico; practitioner; medic,,,dict_only
1965,2076,ตีความ,interpret; solve; crack,tiː kʰwaːm,2911,อาจารย์ตีความโจทย์ข้อนี้ว่า เป็นการหาค่าความร้อนที่ใช้การเปลี่ยนแปลงจากสภาพหนึ่งไปอีกสภาพหนึ่ง,2713,22678,10403,interpret,interpret ; define ; explain ; construe,V,v.,tīkhwām,#NAME?,อาจารย์ตีความโจทย์ข้อนี้ว่า เป็นการหาค่าความร้อนที่ใช้การเปลี่ยนแปลงจากสภาพหนึ่งไปอีกสภาพหนึ่ง,วิเคราะห์ถ้อยคำหรือข้อความในบทกฎหมาย นิติกรรม สัญญา หรือเอกสารอื่นๆ ที่มีปัญหาสงสัย หรือที่มีความหมายไม่ชัดเจน เพื่อกำหนดความหมายอันแท้จริงของถ้อยคำหรือข้อความนั้นๆ,"แปลความหมาย, กำหนดความหมาย",,solve; crack,,,matched
1885,1988,ปราบ,subdue; conquer,pràːp,802,รัฐบาลจีนได้ปราบนักศึกษาที่มาชุมนุมกัน ณ จัตุรัสเทียนอันเหมินเมื่อปี 2532,24794,27395,,subdue,subdue; conquer,V,,prāb,,รัฐบาลจีนได้ปราบนักศึกษาที่มาชุมนุมกัน ณ จัตุรัสเทียนอันเหมินเมื่อปี 2532,,"เอาชนะ, ทำให้ราบ, ทำให้อยู่ในอำนาจ, ทำให้เชื่อง, ทำให้จำยอม, ทำให้สิ้นพยศ, ทำให้สิ้นฤทธิ์, กำราบ",,subjugate; conquer; overcome; suppress; quell; quash; tame; put down; wipe out,,,dict_only
1967,2078,ซัก,wash; a moment; just,sák,2456,ผู้จัดการซักลูกน้องว่ามีปัญหาหนักใจในเรื่องการทำงานหรือไม่,2204,28743,8631,wash,wash ; launder,V,v.,sak,¯sak,เราจะซักผ้าทุกวันอาทิตย์,ทำให้สะอาดด้วยน้ำ,"ซักล้าง, ฟอก",,clean; launder,,,matched
1886,1989,ใช้จ่าย,spend,tɕʰáj tɕàːj,1726,ปัจจุบันประชาชนมีการใช้จ่ายเพิ่มมากขึ้นซึ่งส่งผลให้การออมลดลง,,,,,spend,,,chı̂ c̀āy,,,,,,,,,freq_only
1889,1994,ยากลำบาก,suffer; become weary,jâːk lam bàːk,736,ชีวิตเขายากลำบากมากขึ้นเพราะมีภาระของลูกน้อยเพิ่มขึ้นอีกคน,,,,,suffer; become weary,,,yāk lảbāk,,,,,,,,,freq_only
1893,1999,มอบหมาย,to assign; commit; entrust,mɔ̂ːp mǎːj,2833,พ่อมอบหมายให้พี่ชายคนโตดูแลกิจการส่งออกทั้งหมด,29544,9240,,assign,to assign; commit; entrust,V,,mxb h̄māy,,พ่อมอบหมายให้พี่ชายคนโตดูแลกิจการส่งออกทั้งหมด,สั่งเสียให้หรือกำหนดให้ทำสิ่งใดสิ่งหนึ่ง,"มอบ, มอบหมายให้, มอบหมายงาน, มอบหน้าที่",,commit; entrust,,,dict_only
1971,2082,บำรุง,maintain; care for,bam ruŋ,1575,พวกเราต้องช่วยกันบำรุงศิลปวัฒนธรรมพื้นบ้านของเราไว้ชั่วลูกชั่วหลาน,3665,25566,566,maintain,maintain ; keep up ; care for ; maintain in good condition ; beautify,V,v.,bamrung,#NAME?,พวกเราต้องช่วยกันบำรุงศิลปวัฒนธรรมพื้นบ้านของเราไว้ชั่วลูกชั่วหลาน,รักษาให้อยู่ในสภาพที่ดี,"ทะนุบำรุง, บำรุงรักษา",,keep up,,,matched
1972,2083,ก้าน,stem; stalk,kâːn,855,คนจัดดอกไม้ตัดก้านกุหลาบจนสั้น,349,31707,2481,stem,stem ; stalk,N,n.,kān,\kān,คนจัดดอกไม้ตัดก้านกุหลาบจนสั้น,,ก้านดอกไม้,,stalk,,BOTA ; RID,matched
1920,2029,ราษฎร,population; citizens,râːt sà dɔːn,2119,รัฐบาลกำลังวางแผนเรื่องการชลประทานเพื่อจะช่วยเหลือราษฎรที่ประสบภัยแล้งในอีสาน,,,,,population; citizens,,,rās̄ʹḍr,,,,,,,,,freq_only
1921,2030,ยัย,she (denigration),jaj,4672,ยัยคนนี้โหดมากๆ,,,,,she (denigration),,,yạy,,,,,,,,,freq_only
1923,2032,ผู้แต่ง,authors,pʰûː tɛ̀ŋ,1562,การสรรหาเรื่องราวแปลกๆ มานำเสนอผู้อ่านเป็นหน้าที่ของผู้แต่งอยู่แล้ว,26583,2518,,authors,authors,N,,p̄hū̂ tæ̀ng,,การสรรหาเรื่องราวแปลกๆ มานำเสนอผู้อ่านเป็นหน้าที่ของผู้แต่งอยู่แล้ว,บุคคลที่เขียนหรือเรียบเรียงให้เป็นเรื่องราว,"คนแต่ง, ผู้เขียน, คนเขียน",,,,,dict_only
1976,2088,คาดหวัง,expect; hope,kʰâːt wǎŋ,1439,เมื่อเราเห็นคนอ้วน เรามักจะคิดและคาดหวังเอาว่าเขาเป็นคนตลกๆ สนุกสนานร่าเริงไปเสียหมด,1314,11212,3312,hope,expect ; hope ; anticipate,V,v. exp.,khāt wang,\khāt /wang,เมื่อเราเห็นคนอ้วน เรามักจะคิดและคาดหวังเอาว่าเขาเป็นคนตลกๆ สนุกสนานร่าเริงไปเสียหมด,,"คาดการณ์, หวัง, คาด",,expect; anticipate,,,matched
1927,2037,กิโลเมตร,kilometer,kìʔ loː mét,1448,"ขีปนาวุธแบบโทมาฮอว์กที่มีรัศมีปฏิบัติการระยะ 2,400 กิโลเมตรแสดงความแม่นยำมาแล้วช่วงสงครามอ่าวเปอร์เซีย",,,,,kilometer,,,kilometr,,,,,,,,,freq_only
1928,2038,ไว,swift; fast; quickly,waj,1587,รีบลุกขึ้นไวๆ อย่ามานั่งเอ้อเร้อเอ้อเต่ออย่างนี้,,,,,swift; fast; quickly,,,wị,,,,,,,,,freq_only
1980,2092,นักท่องเที่ยว,traveler; tourist,nák tʰɔ̂ːŋ tʰîːaw,1729,ปีนี้นักท่องเที่ยวเดินทางมายังประเทศไทยเป็นจำนวนมาก,3366,35084,5959,tourist,tourist ; leisure traveller ; traveler ; holidaymaker ; vacationist,N,n.,nakthǿngthīo,¯nak\thǿng\thīo,ปีนี้นักท่องเที่ยวเดินทางมายังประเทศไทยเป็นจำนวนมาก,,นักเที่ยว,,traveler,,ASEAN ; ECONO ; RID ; SURIN ; TG ; TOURIST ; (Covid-19),matched
1981,2093,กล่าวหา,charge; accuse,klàːw hǎː,2561,ตำรวจกล่าวหาว่าเขาฉ้อฉลลูกค้าโดยการปลอมปนสินค้า,226,38383,4360,accuse,allege ; accuse ; charge ; blame ; condemn,V,v.,klāohā,_klāo/hā,ตำรวจกล่าวหาว่าเขาฉ้อฉลลูกค้าโดยการปลอมปนสินค้า,แจ้งว่าผู้อื่นได้กระทำความผิด,"ฟ้อง, กล่าวโทษ",ยกฟ้อง,charge,,LEGIS ; RID,matched
1929,2039,ขวัญ,"morale,luck, merit; spirit",kʰwǎn,1634,ทหารในสนามรบยังมีขวัญดีอยู่,,,,,"morale,luck, merit; spirit",,,k̄hwạỵ,,,,,,,,,freq_only
1983,2096,จำคุก,imprison; jail,tɕam kʰúk,2017,ผู้พิพากษาวอลช์พิพากษาโทษคาโปนสถานหนัก โดยให้จำคุกไว้ 1 ปี,1820,38268,2046,imprison,imprison ; jail ; restrain ; incarcerate ; put in prison,V,v.,jamkhuk,#NAME?,ผู้พิพากษาวอลช์พิพากษาโทษคาโปนสถานหนัก โดยให้จำคุกไว้ 1 ปี,ลงโทษด้วยวิธีขัง,ติดคุก,ปลดปล่อย,jail; restrain; incarcerate,,LEGIS ; RID,matched
1984,2097,ยุติ,terminate; end; cease,jút tìʔ,1218,สภาตำบลลงมติเป็นเอกฉันท์ให้ยุติการปลูกยูคาลิปตัส,5283,9396,11296,end,end ; close ; come to an end ; stop ; terminate ; finish ; cease ; wind up ; culminate,V,v.,yutti,¯yut_ti,สภาตำบลลงมติเป็นเอกฉันท์ให้ยุติการปลูกยูคาลิปตัส,,"ตกลง, จบ, เลิก",เริ่มต้น,terminate; cease; finish; stop; come to an end; wind up; culminate,,RID,matched
1936,2046,ดวงตา,eye,duːaŋ taː,3468,ขอทานคนนี้น่าสงสาร เพราะดวงตาของเขาบอดสนิททั้ง 2 ดวง,17487,33590,,eye,eye,N,,dwngtā,,ขอทานคนนี้น่าสงสาร เพราะดวงตาของเขาบอดสนิททั้ง 2 ดวง,,"ตา, ดวงเนตร, นัยเนตร, นัยน์ตา",,,,,dict_only
1943,2054,พรรคพวก,partisan,pʰák pʰûːak,546,เขาได้รับเลือกเป็นผู้แทนเพราะเขามีพรรคพวกมากในเขตที่เขาลงสมัคร,27373,14062,,partisan,partisan,N,,phrrkh phwk,,เขาได้รับเลือกเป็นผู้แทนเพราะเขามีพรรคพวกมากในเขตที่เขาลงสมัคร,"พวกเดียวกัน, กลุ่มเดียวกัน","พวก, พวกพ้อง",,followers; friends,,,dict_only
1946,2057,ขยัน,diligent,kʰà jǎn,1170,ท่านได้ใช้ความเพียรพยายามทุ่มเทขยันและอดทนจนประสบความสำเร็จในชีวิต,,,,,diligent,,,k̄hyạn,,,,,,,,,freq_only
1988,2101,กติกา,rule; regulation; order,kà tìʔ kaː,713,ประเทศไทยและประเทศสวีเดนตกลงทำกติกาสัญญาการค้าระหว่างประเทศ,20,29376,2866,rule,rules,N,n.,katikā,_ka_ti-kā,กีฬาทุกชนิดย่อมมีกติกาในการเล่น,กฎเกณฑ์หรือข้อตกลงที่บุคคลตั้งแต่ 2 ฝ่ายขึ้นไปกำหนดขึ้นเป็นหลักปฏิบัติ เช่น กติกาชกมวย กติกาฟุตบอล,"กฎเกณฑ์, ข้อตกลง",,regulation; order,,RID,matched
1947,2058,เลยทีเดียว,quite; very,lɤːj tʰiː diːaw,1166,ในตอนจบฉากสุดท้ายของละครเรื่องนี้ทำให้คนฮือฮากันจนโรงละครแทบถล่มทลายเลยทีเดียว,,,,,quite; very,,,ley thī deīyw,,,,,,,,,freq_only
1948,2059,ทุ่ม,throw down; evening hours,tʰûm,1618,ผมยอมทุ่มสุดตัวเพื่อให้โครงการนี้สำเร็จ,21977,34469,,throw,throw down; evening hours,V,,thùm,,,,"โยน, ขว้าง, ปา",,cast; chuck; fling; heave; toss; sling; launch,,,dict_only
1949,2060,ครบถ้วน,completely; all; entirely,kʰróp tʰûːan,1242,นักเรียนในห้องนี้มีทั้งหมด 40 คน วันนี้มากันครบถ้วน,12724,31106,,completely,completely; all; entirely,ADV,,khrb t̄ĥwn,,นักเรียนในห้องนี้มีทั้งหมด 40 คน วันนี้มากันครบถ้วน,,ครบ,ขาด,all; entirely; fully; wholly,,,dict_only
1950,2061,ลำพัง,alone; by oneself,lam pʰaŋ,937,ทุกคนต่างตั้งหน้าตั้งตาทำงานกันไปโดยลำพัง,33468,7048,,alone,alone; by oneself,ADV,,lảphạng,,ทุกคนต่างตั้งหน้าตั้งตาทำงานกันไปโดยลำพัง,ไม่เกี่ยวกับผู้อื่น,,,solely; by oneself,,,dict_only
1951,2062,ต่อหน้า,in front of; before; to somebody's face,tɔ̀ː nâː,1242,โจรวิ่งราวกระเป๋าและกระโดดซ้อนท้ายจักรยานยนต์ควบหายไปต่อหน้าต่อตา,18742,21667,,before,in front of; before; to somebody's face,ADV,,t̀x h̄n̂ā,,โจรวิ่งราวกระเป๋าและกระโดดซ้อนท้ายจักรยานยนต์ควบหายไปต่อหน้าต่อตา,,"ซึ่งๆ หน้า, เฉพาะหน้า, ต่อหน้าต่อตา",ลับหลัง,in front of; to somebody's face; in the presence of,,,dict_only
1990,2103,สดใส,bright; clear; cheerful; happy,sòt sǎj,1726,ผีเสื้อในวงศ์นี้มีสีสดใส,6219,35752,9379,bright,bright ; lively ; vivacious ; cheerful ; radiant,ADJ,adj.,sotsai,_sot/sai,ผีเสื้อในวงศ์นี้มีสีสดใส,,"สว่าง, เจิดจ้า",,shining; vivid,,COLOR ; ORNITHO ; RID,matched
1991,2105,ทักษะ,skill; talent; ability,tʰák sàʔ,1480,ทักษะในการรับรู้จะพัฒนาได้เร็วกว่าทักษะอื่นๆ,3017,24208,9823,skill,skills ; talent ; ability ; capability,N,n.,thaksa,¯thak_sa,ทักษะในการรับรู้จะพัฒนาได้เร็วกว่าทักษะอื่นๆ,,"ความสามารถ, ความถนัด, ความชำนาญ, ฝีไม้ลายมือ, ความสามารถเฉพาะ",,talent; ability; capability,,ECONO ; EDUC,matched
1953,2064,แผล,"wound, cut",pʰlɛ̌ː,2335,ขาของเขามีแผลหวะ เพราะถูกฉลามกัด,,,,,"wound, cut",,,p̄hæl,,,,,,,,,freq_only
1993,2108,เผชิญหน้า,face; meet,pʰà tɕʰɤːn nâː,872,พวกเรากำลังจะเผชิญหน้ากับกลุ่มผู้ไม่เห็นด้วย เพื่อชี้แจงจุดประสงค์ให้ฟัง,4395,9426,6775,face,face ; face up to ; confront,V,v.,phachoēnnā,_pha-choēn\nā,พวกเรากำลังจะเผชิญหน้ากับกลุ่มผู้ไม่เห็นด้วย เพื่อชี้แจงจุดประสงค์ให้ฟัง,พบเจอกันหรือปะทะกันซึ่งๆ หน้า,ประจันหน้า,,meet; encounter; confront,,RID,matched
1995,2110,กรอง,filter; strain; braid,krɔːŋ,682,กรองหญ้าคา คือการถักทอหญ้าคา,,,,,filter; strain; braid,,,krxng,,,,,,,,,freq_only
1996,2111,จักรวาล,universe; cosmos,tɕàk kràʔ waːn,1198,การค้นหาความเร้นลับในจักรวาลล้วนใช้รูปถ่ายทางอากาศ หรือภาพจากดาวเทียมในการสำรวจทั้งสิ้น,1771,33038,2028,universe,universe ; cosmos,N,n.,jakkrawān,_jak_kra-wān,การค้นหาความเร้นลับในจักรวาลล้วนใช้รูปถ่ายทางอากาศ หรือภาพจากดาวเทียมในการสำรวจทั้งสิ้น,บริเวณโดยรอบของโลก,,,cosmos,จกฺกวาล (pli),ASTRO ; RID,matched
1997,2112,แป้ง,flour; powder,pɛ̂ːŋ,1526,สาวๆ ผัดหน้าทาแป้งสวยพริ้ง,4222,15625,6562,face powder,powder,N,n.,paēng,\paēng,สาวๆ ผัดหน้าทาแป้งสวยพริ้ง,,,,,,,matched
